epoch,training_loss,validation_loss
184,0.1491370052099228,
185,0.0996497049927711,
186,0.1347822099924087,
187,0.1784064918756485,
188,0.0953359007835388,
189,0.1449759155511856,
190,0.0712182000279426,0.1102890329262644
191,0.065869964659214,
192,0.1143756210803985,
193,0.1067435070872306,
194,0.1437313705682754,
195,0.1376151591539383,
196,0.0748166739940643,
197,0.0987012833356857,
198,0.1449637860059738,
199,0.1176281869411468,
200,0.1050034686923027,0.1131692916627914
201,0.072519838809967,
202,0.0681385323405265,
203,0.1594718396663665,
204,0.0908957868814468,
205,0.1247698664665222,
206,0.1345585882663726,
207,0.1164785921573638,
208,0.0860056802630424,
209,0.080268308520317,
210,0.1434926688671112,0.1109930911910868
211,0.1863394826650619,
212,0.0907274261116981,
213,0.1222436875104904,
214,0.1118344143033027,
215,0.0979555547237396,
216,0.0958017334342002,
217,0.0694193616509437,
218,0.1608396023511886,
219,0.0658818036317825,
220,0.1049623861908912,0.115534190127724
221,0.0939015299081802,
222,0.1392588019371032,
223,0.1193266287446022,
224,0.0605581365525722,
225,0.101428173482418,
226,0.0969585254788398,
227,0.0817838236689567,
228,0.1363593190908432,
229,0.1034250184893608,
230,0.1480559408664703,0.1117228586739356
231,0.1113786250352859,
232,0.1005070731043815,
233,0.1572710126638412,
234,0.0925310105085372,
235,0.145761102437973,
236,0.0691796317696571,
237,0.083500862121582,
238,0.0763568878173828,
239,0.1213460639119148,
240,0.1570735573768615,0.0827931020861474
