step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
140,0.2997998297214508,0.9047619047619048,,0.32942357895866275,0.8888888888888888,,,,,2026-04-14T11:53:02.1450000Z
141,0.14612455666065216,0.9642857142857143,,,,,,,,2026-04-14T11:53:04.7210000Z
142,0.24311517179012299,0.9325396825396826,,,,,,,,2026-04-14T11:53:05.9300000Z
143,0.19935822486877441,0.9325396825396826,,,,,,,,2026-04-14T11:53:07.1390000Z
144,0.22679877281188965,0.9246031746031746,,,,,,,,2026-04-14T11:53:08.3460000Z
145,0.2347327321767807,0.9325396825396826,,,,,,,,2026-04-14T11:53:09.6160000Z
146,0.22895005345344543,0.9563492063492064,,,,,,,,2026-04-14T11:53:10.8230000Z
147,0.22924932837486267,0.9206349206349206,,,,,,,,2026-04-14T11:53:12.3390000Z
148,0.16423295438289642,0.9563492063492064,,,,,,,,2026-04-14T11:53:13.5570000Z
149,0.22560007870197296,0.9246031746031746,,,,,,,,2026-04-14T11:53:14.7810000Z
150,0.1532706320285797,0.9444444444444444,,0.20578378344339038,0.9484126984126984,,,,,2026-04-14T11:53:19.7710000Z
151,0.1794322431087494,0.9603174603174603,,,,,,,,2026-04-14T11:53:22.0290000Z
152,0.12890131771564484,0.9603174603174603,,,,,,,,2026-04-14T11:53:23.2400000Z
153,0.21682749688625336,0.9126984126984127,,,,,,,,2026-04-14T11:53:24.4720000Z
154,0.23437345027923584,0.9087301587301587,,,,,,,,2026-04-14T11:53:25.7240000Z
155,0.24632282555103302,0.9404761904761905,,,,,,,,2026-04-14T11:53:27.5440000Z
156,0.18760018050670624,0.9206349206349206,,,,,,,,2026-04-14T11:53:28.8550000Z
157,0.1371959000825882,0.9603174603174603,,,,,,,,2026-04-14T11:53:30.6150000Z
158,0.20654010772705078,0.9365079365079365,,,,,,,,2026-04-14T11:53:31.8420000Z
159,0.12249679118394852,0.9523809523809523,,,,,,,,2026-04-14T11:53:33.0560000Z
160,0.2005567103624344,0.9246031746031746,,0.22501597328791542,0.9246031746031746,,0.2746151704636831,0.9051587301587302,,2026-04-14T11:53:43.4470000Z
161,0.14729851484298706,0.9841269841269841,,,,,,,,2026-04-14T11:53:49.6710000Z
162,0.12258624285459518,0.9682539682539683,,,,,,,,2026-04-14T11:53:50.8830000Z
163,0.11192139238119125,0.9642857142857143,,,,,,,,2026-04-14T11:53:52.0980000Z
164,0.10426148027181625,0.9642857142857143,,,,,,,,2026-04-14T11:53:53.6160000Z
165,0.15981855988502502,0.9682539682539683,,,,,,,,2026-04-14T11:53:54.8330000Z
166,0.1290571540594101,0.9761904761904762,,,,,,,,2026-04-14T11:53:56.0510000Z
167,0.12071709334850311,0.9841269841269841,,,,,,,,2026-04-14T11:53:57.2700000Z
168,0.09968899935483932,0.9722222222222222,,,,,,,,2026-04-14T11:53:58.4810000Z
169,0.20491881668567657,0.9523809523809523,,,,,,,,2026-04-14T11:53:59.9960000Z
170,0.12682408094406128,0.9722222222222222,,0.23061697823660715,0.9325396825396826,,,,,2026-04-14T11:54:04.6720000Z
171,0.21536794304847717,0.9325396825396826,,,,,,,,2026-04-14T11:54:06.9480000Z
172,0.12035384774208069,0.9722222222222222,,,,,,,,2026-04-14T11:54:08.1680000Z
173,0.1406976580619812,0.9484126984126984,,,,,,,,2026-04-14T11:54:09.3740000Z
174,0.11903313547372818,0.9603174603174603,,,,,,,,2026-04-14T11:54:10.5850000Z
175,0.18199120461940765,0.9404761904761905,,,,,,,,2026-04-14T11:54:12.0930000Z
176,0.12907321751117706,0.9642857142857143,,,,,,,,2026-04-14T11:54:13.3180000Z
177,0.16566824913024902,0.9444444444444444,,,,,,,,2026-04-14T11:54:14.5350000Z
